 time mnvel errvel tel
277 2457292.781018 -49.47172924535701 1.2979800410240345 apf
278 2457305.75526 -42.7545098086453 2.1821782415380624 apf
279 2457308.7363786665 -18.653709819682167 1.8067461939020626 apf
280 2457339.824401 -41.18 1.315873 hires_j
281 2457350.70733 9.294302119363559 1.8474711943868511 apf
282 2457361.685625 29.81 2.392206 apf
283 2457364.6594973337 -54.50263214938616 1.5236223688462642 apf
284 2457365.7096803337 13.388261146356577 1.6172625801365 apf
285 2457412.692043 36.17 1.251551 hires_j
286 2457496.025274 -49.9522272281254 2.3972322208117047 apf
287 2457497.011220666 20.174096695644792 1.7980312775077953 apf
288 2457498.996279 -16.18 3.092299 apf
289 2457509.982975667 43.924305605735555 1.527351011679402 apf
290 2457520.9922116664 -52.927875952586305 1.4465570882978087 apf
291 2457524.975906 -47.68176396849884 1.6420318630254496 apf
292 2457537.9283443335 -55.709545588384586 1.5536075406265701 apf
293 2457539.9363476667 51.10288924162912 1.523812125101655 apf
294 2457541.92567 -48.36009078775857 1.748728455988285 apf
295 2457549.8781633335 -18.800731303201815 1.6392669689014654 apf
296 2457554.840512 -54.3 2.800742 apf
297 2457556.87156 58.46999999999999 2.494106 apf
298 2457558.885881 -50.14999999999999 2.35804 apf
299 2457560.885536 47.49 2.753874 apf
300 2457563.8348054998 -43.90416007867986 1.8883344401562119 apf
301 2457564.881014 35.51 2.188383 apf
302 2457567.846931 -53.9 2.240965 apf
303 2457569.053813333 21.063097650722625 0.6491635967204888 hires_j
304 2457570.017858 40.53 1.441859 hires_j
305 2457574.003347 55.099999999999994 1.829699 apf
306 2457581.955721 40.86 2.083039 apf
307 2457584.976583 -46.06 2.484498 apf
308 2457586.968657 50.93 1.974544 apf
309 2457587.963535 -17.3 2.403464 apf
310 2457588.985081 -56.18 2.079038 apf
311 2457591.962845 -0.18 2.015201 apf
312 2457593.962801 -6.24 2.026611 apf
313 2457603.974483 40.44 2.636554 apf
314 2457605.932734 -53.65 2.06335 apf
315 2457607.944318 53.47 2.546453 apf
316 2457608.925946 -8.43 2.233803 apf
317 2457610.907486 -7.510000000000001 2.261411 apf
318 2457613.87128 -54.49 2.366499 apf
319 2457616.902705 32.45 2.784402 apf
320 2457618.885649 -45.88 2.266836 apf
321 2457625.867921 -13.64 2.121235 apf
322 2457628.860673 50.82 2.081996 apf
323 2457629.855955 7.79 2.08573 apf
324 2457632.860322 44.82 2.658329 apf
325 2457635.846295 -36.1 3.259823 apf
326 2457637.855772 41.53 2.643784 apf
327 2457641.809164 56.16 2.082291 apf
328 2457643.831852 -57.45 2.063 apf
329 2457647.797511 -49.72 2.256289 apf
330 2457648.835252 -18.31 2.221513 apf
331 2457649.791442 43.77 3.159462 apf
332 2457668.791125 -46.28 2.349856 apf
333 2457669.803384 -29.899999999999995 2.588934 apf
334 2457670.736847 43.63 2.631604 apf
335 2457717.736929 49.55 1.215228 hires_j
336 2457871.971633 -55.089999999999996 2.562059 apf
337 2457882.004379 24.93 2.436441 apf
338 2457891.935645 31.3 2.314681 apf
339 2457903.9918 57.56 3.065309 apf
340 2457909.049146 12.67 1.155478 hires_j
341 2457912.117308 44.67 1.077289 hires_j
342 2457941.026839 -4.01 1.41168 hires_j
343 2457962.953218 53.91 2.363277 apf
344 2457966.960258 40.59 2.596344 apf
345 2457987.901792 27.240000000000002 2.602871 apf
346 2457991.8386649997 6.726593022434333 1.4502914055044551 apf
347 2457992.780009 54.82 3.088165 apf
348 2457995.898822 -11.59 2.818459 apf
349 2457996.860408 58.01 2.185842 apf
350 2457997.869494 13.5 2.907796 apf
351 2458004.788584 26.700000000000003 2.552365 apf
352 2458010.812033 -6.04 2.525438 apf
353 2458011.773679 -58.43 2.471378 apf
354 2458021.798757 35.33 2.392607 apf
355 2458022.7938 48.69 2.479268 apf
356 2458024.813176 -53.88 2.762683 apf
357 2458027.721889 3.03 2.167589 apf
358 2458029.767245 -12.87 1.24997 hires_j
359 2458031.784852 15.3 2.610949 apf
360 2458032.735449 -52.48 2.721321 apf
361 2458037.765672 -37.55 2.693893 apf
362 2458039.686917 52.629999999999995 2.169925 apf
363 2458041.689832 -49.58 2.090569 apf
364 2458115.686886 61.02 3.179016 apf
365 2458117.693385 -58.72 1.182864 hires_j
366 2458240.971313 -30.36 2.473094 apf
367 2458250.98943 56.29 2.362095 apf
368 2458261.998092 -41.7 2.668855 apf
369 2458270.932512 -3.79 2.847375 apf
370 2458285.112724 43.68 1.025601 hires_j
371 2458330.945618 44.9 2.565389 apf
372 2458340.986873 -18.93 1.23011 hires_j
373 2458359.892724 0.7 2.684833 apf
374 2458368.810223 36.96 2.649361 apf
375 2458369.776347 49.32 2.645861 apf
376 2458372.791332 18.06 2.059971 apf
377 2458385.739769 41.27 2.610472 apf
378 2458387.750657 -33.71 2.771519 apf
379 2458389.777522 28.66 2.807788 apf
380 2458390.796669 55.21 2.240559 apf
381 2458393.984285 15.810000000000002 1.331219 hires_j
382 2458398.714918 51.65 2.261662 apf
383 2458400.730164 -48.87 2.592931 apf
384 2458405.773539 -40.64 2.946258 apf
385 2458648.113324 36.53 1.102749 hires_j
386 2458651.127178 -47.03 0.93406 hires_j
387 2458774.691295 17.98 1.34611 hires_j
388 2458794.707906 -62.28 1.313976 hires_j
389 2458852.685574 -0.77 1.313976 hires_j
